document_version_id,contest_name,profile_number,role,item_id,parent_item_id,level,original_name,normalized_name,hierarchy_path,confidence,evidence_page,evidence_text,bounding_box_x,bounding_box_y,bounding_box_width,bounding_box_height,review_status,extraction_method,ocr_engine,source_file,prompt_version,model_resolved,warnings
dataprev-edital-retificado-2026,Dataprev — Concurso Público 2026,1,PERFIL 1: ANÁLISE DE NEGÓCIOS DE TI,p01-s01-lingua-portuguesa-st5-5,p01-s01-lingua-portuguesa-t5,subtopic,Concordância verbal e nominal,Concordância verbal e nominal,CONHECIMENTOS GERAIS > LÍNGUA PORTUGUESA > 5.5 Concordância verbal e nominal,0.94,27,5.5 Concordância verbal e nominal,,,,,pending_human_review,deterministic_local_parser,cloudflare-ai,docs/pdfs-tests/edital-retificado-dataprev.pdf,,,"Resultado não aprovado; validar OCR, normalização e hierarquia antes do uso funcional."
dataprev-edital-retificado-2026,Dataprev — Concurso Público 2026,1,PERFIL 1: ANÁLISE DE NEGÓCIOS DE TI,p01-s01-lingua-portuguesa-st5-6,p01-s01-lingua-portuguesa-t5,subtopic,Regência verbal e nominal,Regência verbal e nominal,CONHECIMENTOS GERAIS > LÍNGUA PORTUGUESA > 5.6 Regência verbal e nominal,0.94,27,5.6 Regência verbal e nominal,,,,,pending_human_review,deterministic_local_parser,cloudflare-ai,docs/pdfs-tests/edital-retificado-dataprev.pdf,,,"Resultado não aprovado; validar OCR, normalização e hierarquia antes do uso funcional."
dataprev-edital-retificado-2026,Dataprev — Concurso Público 2026,1,PERFIL 1: ANÁLISE DE NEGÓCIOS DE TI,p01-s01-lingua-portuguesa-st5-7,p01-s01-lingua-portuguesa-t5,subtopic,Emprego do sinal indicativo de crase,Emprego do sinal indicativo de crase,CONHECIMENTOS GERAIS > LÍNGUA PORTUGUESA > 5.7 Emprego do sinal indicativo de crase,0.94,27,5.7 Emprego do sinal indicativo de crase,,,,,pending_human_review,deterministic_local_parser,cloudflare-ai,docs/pdfs-tests/edital-retificado-dataprev.pdf,,,"Resultado não aprovado; validar OCR, normalização e hierarquia antes do uso funcional."
dataprev-edital-retificado-2026,Dataprev — Concurso Público 2026,1,PERFIL 1: ANÁLISE DE NEGÓCIOS DE TI,p01-s01-lingua-portuguesa-st5-8,p01-s01-lingua-portuguesa-t5,subtopic,Colocação dos pronomes átonos,Colocação dos pronomes átonos,CONHECIMENTOS GERAIS > LÍNGUA PORTUGUESA > 5.8 Colocação dos pronomes átonos,0.94,27,5.8 Colocação dos pronomes átonos,,,,,pending_human_review,deterministic_local_parser,cloudflare-ai,docs/pdfs-tests/edital-retificado-dataprev.pdf,,,"Resultado não aprovado; validar OCR, normalização e hierarquia antes do uso funcional."
dataprev-edital-retificado-2026,Dataprev — Concurso Público 2026,1,PERFIL 1: ANÁLISE DE NEGÓCIOS DE TI,p01-s01-lingua-portuguesa-t6,p01-s01-lingua-portuguesa,topic,Reescrita de frases e parágrafos do texto,Reescrita de frases e parágrafos do texto,CONHECIMENTOS GERAIS > LÍNGUA PORTUGUESA > 6 Reescrita de frases e parágrafos do texto,0.96,27,6 Reescrita de frases e parágrafos do texto,,,,,pending_human_review,deterministic_local_parser,cloudflare-ai,docs/pdfs-tests/edital-retificado-dataprev.pdf,,,"Resultado não aprovado; validar OCR, normalização e hierarquia antes do uso funcional."
dataprev-edital-retificado-2026,Dataprev — Concurso Público 2026,1,PERFIL 1: ANÁLISE DE NEGÓCIOS DE TI,p01-s01-lingua-portuguesa-st6-1,p01-s01-lingua-portuguesa-t6,subtopic,Significação das palavras,Significação das palavras,CONHECIMENTOS GERAIS > LÍNGUA PORTUGUESA > 6.1 Significação das palavras,0.94,27,6.1 Significação das palavras,,,,,pending_human_review,deterministic_local_parser,cloudflare-ai,docs/pdfs-tests/edital-retificado-dataprev.pdf,,,"Resultado não aprovado; validar OCR, normalização e hierarquia antes do uso funcional."
dataprev-edital-retificado-2026,Dataprev — Concurso Público 2026,1,PERFIL 1: ANÁLISE DE NEGÓCIOS DE TI,p01-s01-lingua-portuguesa-st6-2,p01-s01-lingua-portuguesa-t6,subtopic,Substituição de palavras ou de trechos de texto,Substituição de palavras ou de trechos de texto,CONHECIMENTOS GERAIS > LÍNGUA PORTUGUESA > 6.2 Substituição de palavras ou de trechos de texto,0.94,27,6.2 Substituição de palavras ou de trechos de texto,,,,,pending_human_review,deterministic_local_parser,cloudflare-ai,docs/pdfs-tests/edital-retificado-dataprev.pdf,,,"Resultado não aprovado; validar OCR, normalização e hierarquia antes do uso funcional."
dataprev-edital-retificado-2026,Dataprev — Concurso Público 2026,1,PERFIL 1: ANÁLISE DE NEGÓCIOS DE TI,p01-s01-lingua-portuguesa-st6-3,p01-s01-lingua-portuguesa-t6,subtopic,Reorganização da estrutura de orações e de períodos do texto,Reorganização da estrutura de orações e de períodos do texto,CONHECIMENTOS GERAIS > LÍNGUA PORTUGUESA > 6.3 Reorganização da estrutura de orações e de períodos do texto,0.94,27,6.3 Reorganização da estrutura de orações e de períodos do texto,,,,,pending_human_review,deterministic_local_parser,cloudflare-ai,docs/pdfs-tests/edital-retificado-dataprev.pdf,,,"Resultado não aprovado; validar OCR, normalização e hierarquia antes do uso funcional."
dataprev-edital-retificado-2026,Dataprev — Concurso Público 2026,1,PERFIL 1: ANÁLISE DE NEGÓCIOS DE TI,p01-s01-lingua-portuguesa-st6-4,p01-s01-lingua-portuguesa-t6,subtopic,Reescrita de textos de diferentes gêneros e níveis de formalidade,Reescrita de textos de diferentes gêneros e níveis de formalidade,CONHECIMENTOS GERAIS > LÍNGUA PORTUGUESA > 6.4 Reescrita de textos de diferentes gêneros e níveis de formalidade,0.94,27,6.4 Reescrita de textos de diferentes gêneros e níveis de formalidade,,,,,pending_human_review,deterministic_local_parser,cloudflare-ai,docs/pdfs-tests/edital-retificado-dataprev.pdf,,,"Resultado não aprovado; validar OCR, normalização e hierarquia antes do uso funcional."
dataprev-edital-retificado-2026,Dataprev — Concurso Público 2026,1,PERFIL 1: ANÁLISE DE NEGÓCIOS DE TI,p01-s02-lingua-inglesa,,subject,LÍNGUA INGLESA,LÍNGUA INGLESA,CONHECIMENTOS GERAIS > LÍNGUA INGLESA,0.98,27,LÍNGUA INGLESA,,,,,pending_human_review,deterministic_local_parser,cloudflare-ai,docs/pdfs-tests/edital-retificado-dataprev.pdf,,,"Resultado não aprovado; validar OCR, normalização e hierarquia antes do uso funcional."
dataprev-edital-retificado-2026,Dataprev — Concurso Público 2026,1,PERFIL 1: ANÁLISE DE NEGÓCIOS DE TI,p01-s02-lingua-inglesa-t1,p01-s02-lingua-inglesa,topic,Compreensão de textos em língua inglesa e itens gramaticais relevantes para o entendimento dos sentidos dos textos,Compreensão de textos em língua inglesa e itens gramaticais relevantes para o entendimento dos sentidos dos textos,CONHECIMENTOS GERAIS > LÍNGUA INGLESA > 1 Compreensão de textos em língua inglesa e itens gramaticais relevantes para o entendimento dos sentidos dos textos,0.96,27,1 Compreensão de textos em língua inglesa e itens gramaticais relevantes para o entendimento dos sentidos dos textos,,,,,pending_human_review,deterministic_local_parser,cloudflare-ai,docs/pdfs-tests/edital-retificado-dataprev.pdf,,,"Resultado não aprovado; validar OCR, normalização e hierarquia antes do uso funcional."
dataprev-edital-retificado-2026,Dataprev — Concurso Público 2026,1,PERFIL 1: ANÁLISE DE NEGÓCIOS DE TI,p01-s03-raciocinio-logico,,subject,RACIOCÍNIO LÓGICO,RACIOCÍNIO LÓGICO,CONHECIMENTOS GERAIS > RACIOCÍNIO LÓGICO,0.98,27,RACIOCÍNIO LÓGICO,,,,,pending_human_review,deterministic_local_parser,cloudflare-ai,docs/pdfs-tests/edital-retificado-dataprev.pdf,,,"Resultado não aprovado; validar OCR, normalização e hierarquia antes do uso funcional."
dataprev-edital-retificado-2026,Dataprev — Concurso Público 2026,1,PERFIL 1: ANÁLISE DE NEGÓCIOS DE TI,p01-s03-raciocinio-logico-t1,p01-s03-raciocinio-logico,topic,Estruturas lógicas,Estruturas lógicas,CONHECIMENTOS GERAIS > RACIOCÍNIO LÓGICO > 1 Estruturas lógicas,0.96,27,1 Estruturas lógicas,,,,,pending_human_review,deterministic_local_parser,cloudflare-ai,docs/pdfs-tests/edital-retificado-dataprev.pdf,,,"Resultado não aprovado; validar OCR, normalização e hierarquia antes do uso funcional."
dataprev-edital-retificado-2026,Dataprev — Concurso Público 2026,1,PERFIL 1: ANÁLISE DE NEGÓCIOS DE TI,p01-s03-raciocinio-logico-t2,p01-s03-raciocinio-logico,topic,"Lógica de argumentação: analogias, inferências, deduções e conclusões","Lógica de argumentação: analogias, inferências, deduções e conclusões","CONHECIMENTOS GERAIS > RACIOCÍNIO LÓGICO > 2 Lógica de argumentação: analogias, inferências, deduções e conclusões",0.96,27,"2 Lógica de argumentação: analogias, inferências, deduções e conclusões",,,,,pending_human_review,deterministic_local_parser,cloudflare-ai,docs/pdfs-tests/edital-retificado-dataprev.pdf,,,"Resultado não aprovado; validar OCR, normalização e hierarquia antes do uso funcional."
dataprev-edital-retificado-2026,Dataprev — Concurso Público 2026,1,PERFIL 1: ANÁLISE DE NEGÓCIOS DE TI,p01-s03-raciocinio-logico-t3,p01-s03-raciocinio-logico,topic,Lógica sentencial (ou proposicional),Lógica sentencial (ou proposicional),CONHECIMENTOS GERAIS > RACIOCÍNIO LÓGICO > 3 Lógica sentencial (ou proposicional),0.96,27,3 Lógica sentencial (ou proposicional),,,,,pending_human_review,deterministic_local_parser,cloudflare-ai,docs/pdfs-tests/edital-retificado-dataprev.pdf,,,"Resultado não aprovado; validar OCR, normalização e hierarquia antes do uso funcional."
dataprev-edital-retificado-2026,Dataprev — Concurso Público 2026,1,PERFIL 1: ANÁLISE DE NEGÓCIOS DE TI,p01-s03-raciocinio-logico-st3-1,p01-s03-raciocinio-logico-t3,subtopic,Proposições simples e compostas,Proposições simples e compostas,CONHECIMENTOS GERAIS > RACIOCÍNIO LÓGICO > 3.1 Proposições simples e compostas,0.94,27,3.1 Proposições simples e compostas,,,,,pending_human_review,deterministic_local_parser,cloudflare-ai,docs/pdfs-tests/edital-retificado-dataprev.pdf,,,"Resultado não aprovado; validar OCR, normalização e hierarquia antes do uso funcional."
dataprev-edital-retificado-2026,Dataprev — Concurso Público 2026,1,PERFIL 1: ANÁLISE DE NEGÓCIOS DE TI,p01-s03-raciocinio-logico-st3-2,p01-s03-raciocinio-logico-t3,subtopic,Tabelas-verdade,Tabelas-verdade,CONHECIMENTOS GERAIS > RACIOCÍNIO LÓGICO > 3.2 Tabelas-verdade,0.94,27,3.2 Tabelas-verdade,,,,,pending_human_review,deterministic_local_parser,cloudflare-ai,docs/pdfs-tests/edital-retificado-dataprev.pdf,,,"Resultado não aprovado; validar OCR, normalização e hierarquia antes do uso funcional."
dataprev-edital-retificado-2026,Dataprev — Concurso Público 2026,1,PERFIL 1: ANÁLISE DE NEGÓCIOS DE TI,p01-s03-raciocinio-logico-st3-3,p01-s03-raciocinio-logico-t3,subtopic,Equivalências,Equivalências,CONHECIMENTOS GERAIS > RACIOCÍNIO LÓGICO > 3.3 Equivalências,0.94,27,3.3 Equivalências,,,,,pending_human_review,deterministic_local_parser,cloudflare-ai,docs/pdfs-tests/edital-retificado-dataprev.pdf,,,"Resultado não aprovado; validar OCR, normalização e hierarquia antes do uso funcional."
dataprev-edital-retificado-2026,Dataprev — Concurso Público 2026,1,PERFIL 1: ANÁLISE DE NEGÓCIOS DE TI,p01-s03-raciocinio-logico-st3-4,p01-s03-raciocinio-logico-t3,subtopic,Diagramas lógicos,Diagramas lógicos,CONHECIMENTOS GERAIS > RACIOCÍNIO LÓGICO > 3.4 Diagramas lógicos,0.94,27,3.4 Diagramas lógicos,,,,,pending_human_review,deterministic_local_parser,cloudflare-ai,docs/pdfs-tests/edital-retificado-dataprev.pdf,,,"Resultado não aprovado; validar OCR, normalização e hierarquia antes do uso funcional."
dataprev-edital-retificado-2026,Dataprev — Concurso Público 2026,1,PERFIL 1: ANÁLISE DE NEGÓCIOS DE TI,p01-s03-raciocinio-logico-t4,p01-s03-raciocinio-logico,topic,Lógica de primeira ordem,Lógica de primeira ordem,CONHECIMENTOS GERAIS > RACIOCÍNIO LÓGICO > 4 Lógica de primeira ordem,0.96,27,4 Lógica de primeira ordem,,,,,pending_human_review,deterministic_local_parser,cloudflare-ai,docs/pdfs-tests/edital-retificado-dataprev.pdf,,,"Resultado não aprovado; validar OCR, normalização e hierarquia antes do uso funcional."
dataprev-edital-retificado-2026,Dataprev — Concurso Público 2026,1,PERFIL 1: ANÁLISE DE NEGÓCIOS DE TI,p01-s03-raciocinio-logico-t5,p01-s03-raciocinio-logico,topic,"Raciocínio lógico envolvendo problemas aritméticos, geométricos e matriciais","Raciocínio lógico envolvendo problemas aritméticos, geométricos e matriciais","CONHECIMENTOS GERAIS > RACIOCÍNIO LÓGICO > 5 Raciocínio lógico envolvendo problemas aritméticos, geométricos e matriciais",0.96,27,"5 Raciocínio lógico envolvendo problemas aritméticos, geométricos e matriciais",,,,,pending_human_review,deterministic_local_parser,cloudflare-ai,docs/pdfs-tests/edital-retificado-dataprev.pdf,,,"Resultado não aprovado; validar OCR, normalização e hierarquia antes do uso funcional."
dataprev-edital-retificado-2026,Dataprev — Concurso Público 2026,1,PERFIL 1: ANÁLISE DE NEGÓCIOS DE TI,p01-s04-atualidades-e-inteligencia-artificial,,subject,ATUALIDADES E INTELIGÊNCIA ARTIFICIAL,ATUALIDADES E INTELIGÊNCIA ARTIFICIAL,CONHECIMENTOS GERAIS > ATUALIDADES E INTELIGÊNCIA ARTIFICIAL,0.98,27,ATUALIDADES E INTELIGÊNCIA ARTIFICIAL,,,,,pending_human_review,deterministic_local_parser,cloudflare-ai,docs/pdfs-tests/edital-retificado-dataprev.pdf,,,"Resultado não aprovado; validar OCR, normalização e hierarquia antes do uso funcional."
dataprev-edital-retificado-2026,Dataprev — Concurso Público 2026,1,PERFIL 1: ANÁLISE DE NEGÓCIOS DE TI,p01-s04-atualidades-e-inteligencia-artificial-t1,p01-s04-atualidades-e-inteligencia-artificial,topic,"Tópicos relevantes e atuais de diversas áreas, tais como segurança, transportes, política, economia, sociedade, educação, saúde, cultura, tecnologia, energia, relações internacionais, desenvolvimento sustentável e ecologia","Tópicos relevantes e atuais de diversas áreas, tais como segurança, transportes, política, economia, sociedade, educação, saúde, cultura, tecnologia, energia, relações internacionais, desenvolvimento sustentável e ecologia","CONHECIMENTOS GERAIS > ATUALIDADES E INTELIGÊNCIA ARTIFICIAL > 1 Tópicos relevantes e atuais de diversas áreas, tais como segurança, transportes, política, economia, sociedade, educação, saúde, cultura, tecnologia, energia, relações internacionais, desenvolvimento sustentável e ecologia",0.96,27,"1 Tópicos relevantes e atuais de diversas áreas, tais como segurança, transportes, política, economia, sociedade, educação, saúde, cultura, tecnologia, energia, relações internacionais, desenvolvimento sustentável e ecologia",,,,,pending_human_review,deterministic_local_parser,cloudflare-ai,docs/pdfs-tests/edital-retificado-dataprev.pdf,,,"Resultado não aprovado; validar OCR, normalização e hierarquia antes do uso funcional."
dataprev-edital-retificado-2026,Dataprev — Concurso Público 2026,1,PERFIL 1: ANÁLISE DE NEGÓCIOS DE TI,p01-s04-atualidades-e-inteligencia-artificial-t2,p01-s04-atualidades-e-inteligencia-artificial,topic,"Inteligência Artificial: fundamentos e aplicações: conceitos de inteligência artificial; aprendizado da máquina; introdução aos modelos generativos e modelos de linguagem; ética, governança e privacidade em IA","Inteligência Artificial: fundamentos e aplicações: conceitos de inteligência artificial; aprendizado da máquina; introdução aos modelos generativos e modelos de linguagem; ética, governança e privacidade em IA","CONHECIMENTOS GERAIS > ATUALIDADES E INTELIGÊNCIA ARTIFICIAL > 2 Inteligência Artificial: fundamentos e aplicações: conceitos de inteligência artificial; aprendizado da máquina; introdução aos modelos generativos e modelos de linguagem; ética, governança e privacidade em IA",0.96,27,"2 Inteligência Artificial: fundamentos e aplicações: conceitos de inteligência artificial; aprendizado da máquina; introdução aos modelos generativos e modelos de linguagem; ética, governança e privacidade em IA",,,,,pending_human_review,deterministic_local_parser,cloudflare-ai,docs/pdfs-tests/edital-retificado-dataprev.pdf,,,"Resultado não aprovado; validar OCR, normalização e hierarquia antes do uso funcional."
dataprev-edital-retificado-2026,Dataprev — Concurso Público 2026,1,PERFIL 1: ANÁLISE DE NEGÓCIOS DE TI,p01-s05-legislacao-acerca-de-seguranca-da-informacao-e-protecao-de-dados,,subject,LEGISLAÇÃO ACERCA DE SEGURANÇA DA INFORMAÇÃO E PROTEÇÃO DE DADOS,LEGISLAÇÃO ACERCA DE SEGURANÇA DA INFORMAÇÃO E PROTEÇÃO DE DADOS,CONHECIMENTOS GERAIS > LEGISLAÇÃO ACERCA DE SEGURANÇA DA INFORMAÇÃO E PROTEÇÃO DE DADOS,0.98,27,LEGISLAÇÃO ACERCA DE SEGURANÇA DA INFORMAÇÃO E PROTEÇÃO DE DADOS,,,,,pending_human_review,deterministic_local_parser,cloudflare-ai,docs/pdfs-tests/edital-retificado-dataprev.pdf,,,"Resultado não aprovado; validar OCR, normalização e hierarquia antes do uso funcional."
dataprev-edital-retificado-2026,Dataprev — Concurso Público 2026,1,PERFIL 1: ANÁLISE DE NEGÓCIOS DE TI,p01-s05-legislacao-acerca-de-seguranca-da-informacao-e-protecao-de-dados-t1,p01-s05-legislacao-acerca-de-seguranca-da-informacao-e-protecao-de-dados,topic,"Lei nº 12.527/2011 (Lei de Acesso à Informação): capítulos I, II, III, IV e V; Dec. nº 7.724 e nº 7845","Lei nº 12.527/2011 (Lei de Acesso à Informação): capítulos I, II, III, IV e V; Dec. nº 7.724 e nº 7845","CONHECIMENTOS GERAIS > LEGISLAÇÃO ACERCA DE SEGURANÇA DA INFORMAÇÃO E PROTEÇÃO DE DADOS > 1 Lei nº 12.527/2011 (Lei de Acesso à Informação): capítulos I, II, III, IV e V; Dec. nº 7.724 e nº 7845",0.96,27,"1 Lei nº 12.527/2011 (Lei de Acesso à Informação): capítulos I, II, III, IV e V; Dec. nº 7.724 e nº 7845",,,,,pending_human_review,deterministic_local_parser,cloudflare-ai,docs/pdfs-tests/edital-retificado-dataprev.pdf,,,"Resultado não aprovado; validar OCR, normalização e hierarquia antes do uso funcional."
dataprev-edital-retificado-2026,Dataprev — Concurso Público 2026,1,PERFIL 1: ANÁLISE DE NEGÓCIOS DE TI,p01-s05-legislacao-acerca-de-seguranca-da-informacao-e-protecao-de-dados-t2,p01-s05-legislacao-acerca-de-seguranca-da-informacao-e-protecao-de-dados,topic,Lei nº 12.737/2012 (Lei de Delitos Informáticos): art. 2º,Lei nº 12.737/2012 (Lei de Delitos Informáticos): art. 2º,CONHECIMENTOS GERAIS > LEGISLAÇÃO ACERCA DE SEGURANÇA DA INFORMAÇÃO E PROTEÇÃO DE DADOS > 2 Lei nº 12.737/2012 (Lei de Delitos Informáticos): art. 2º,0.96,27,2 Lei nº 12.737/2012 (Lei de Delitos Informáticos): art. 2º,,,,,pending_human_review,deterministic_local_parser,cloudflare-ai,docs/pdfs-tests/edital-retificado-dataprev.pdf,,,"Resultado não aprovado; validar OCR, normalização e hierarquia antes do uso funcional."
